Version,Power (hp),Consumption (l/100 km),Interior,Location,Registration city,Number of doors,Assembly,Source,Model,Body Type,Car documents,Title,Number of seats,Number of Owners,Price,URL,Color,Air Conditioning,Make
4,,,,"Al Rehman Garden, Lahore",Lahore,,Local,,Starlet,Small city car,Original,Toyota Starlet 1991,5,2,"Rs 285,000",https://www.olx.com.pk/item/toyota-starlet-1991-iid-1095368387,Red,,Toyota
Euro II,,,,"Al Rehman Garden, Lahore",Lahore,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2015 Euro II,4,2,"Rs 1,520,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2015-euro-ii-iid-1095327340,White,,Suzuki
Euro II,,,,"Al Rehman Garden, Lahore",Lahore,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2015 Euro II,4,2,"Rs 1,520,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2015-euro-ii-iid-1095327340,White,,Suzuki
VXR,,,,"Mateen Garden, Lahore",Lahore,,Local,,Mehran VX,Other,Original,Suzuki Mehran VXR 2005,5,,"Rs 580,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2005-iid-1095307976,White,,Suzuki
VXR,,,,"Mateen Garden, Lahore",Lahore,,Local,,Mehran VX,Other,Original,Suzuki Mehran VXR 2005,5,,"Rs 580,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2005-iid-1095307976,White,,Suzuki
1.5 ATIV X CVT,,,,"Al Rehman Garden, Lahore",Punjab,,Local,,Yaris,Sedan,Original,Toyota Yaris 2022 1.5 ATIV X CVT,,1,"Rs 5,000,000",https://www.olx.com.pk/item/toyota-yaris-2022-15-ativ-x-cvt-iid-1095300562,White,,Toyota
1.5 ATIV X CVT,,,,"Al Rehman Garden, Lahore",Punjab,,Local,,Yaris,Sedan,Original,Toyota Yaris 2022 1.5 ATIV X CVT,,1,"Rs 5,000,000",https://www.olx.com.pk/item/toyota-yaris-2022-15-ativ-x-cvt-iid-1095300562,White,,Toyota
Gli Automatic,,,,"Gulshan-e-Sardar Housing Scheme, Lahore",,,Local,,Corolla GLI,Sedan,Original,Toyota Corolla GLI 2017,4,1,"Rs 4,000,000",https://www.olx.com.pk/item/toyota-corolla-gli-2017-iid-1095300241,White,,Toyota
Gli Automatic,,,,"Gulshan-e-Sardar Housing Scheme, Lahore",,,Local,,Corolla GLI,Sedan,Original,Toyota Corolla GLI 2017,4,1,"Rs 4,000,000",https://www.olx.com.pk/item/toyota-corolla-gli-2017-iid-1095300241,White,,Toyota
Suzuki Alto VX,,,,"Al Rehman Garden, Lahore",Punjab,,Local,,Alto,Other,Original,Suzuki Alto 2021,4,,"Rs 2,350,000",https://www.olx.com.pk/item/suzuki-alto-2021-iid-1095290450,Grey,,Suzuki
Suzuki Alto VX,,,,"Al Rehman Garden, Lahore",Punjab,,Local,,Alto,Other,Original,Suzuki Alto 2021,4,,"Rs 2,350,000",https://www.olx.com.pk/item/suzuki-alto-2021-iid-1095290450,Grey,,Suzuki
,,,,"Al Rehman Garden, Lahore",Karachi,,Local,,Corolla GLI,Sedan,Original,Toyota Corolla GLI 2007,4,,"Rs 1,625,000",https://www.olx.com.pk/item/toyota-corolla-gli-2007-iid-1095253067,Blue,,Toyota
,,,,"Al Rehman Garden, Lahore",Karachi,,Local,,Corolla GLI,Sedan,Original,Toyota Corolla GLI 2007,4,,"Rs 1,625,000",https://www.olx.com.pk/item/toyota-corolla-gli-2007-iid-1095253067,Blue,,Toyota
,,,,"Al Raheem Town, Lahore",Lahore,,Local,,Civic VTi Oriel Prosmatec,Sedan,Original,Honda Civic VTi Oriel Prosmatec 2014,5,3,"Rs 3,400,000",https://www.olx.com.pk/item/honda-civic-vti-oriel-prosmatec-2014-iid-1095211741,Black,,Honda
,,,,"Al Raheem Town, Lahore",Lahore,,Local,,Civic VTi Oriel Prosmatec,Sedan,Original,Honda Civic VTi Oriel Prosmatec 2014,5,3,"Rs 3,400,000",https://www.olx.com.pk/item/honda-civic-vti-oriel-prosmatec-2014-iid-1095211741,Black,,Honda
,,,,"Al Rehman Garden, Lahore",,,Local,,City IVTEC,Sedan,Original,Honda City I-VTEC,4,,"Rs 2,295,000",https://www.olx.com.pk/item/honda-city-13-i-vtec-iid-1093501570,White,,Honda
,,,,"Al Rehman Garden, Lahore",,,Local,,City IVTEC,Sedan,Original,Honda City I-VTEC,4,,"Rs 2,295,000",https://www.olx.com.pk/item/honda-city-13-i-vtec-iid-1093501570,White,,Honda
,,,,"Al Rehman Garden, Lahore",Lahore,,Local,,Cultus VXL,Small city car,Original,Suzuki Cultus VXL 2008/2009,5,4,"Rs 990,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-20082009-iid-1095062217,White,,Suzuki
,,,,"Al Rehman Garden, Lahore",Lahore,,Local,,Cultus VXL,Small city car,Original,Suzuki Cultus VXL 2008/2009,5,4,"Rs 990,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-20082009-iid-1095062217,White,,Suzuki
vxr,,,,"Mateen Garden, Lahore",,,Local,,Alto,Hatchback,Original,Suzuki Alto 2006,4,,"Rs 800,000",https://www.olx.com.pk/item/suzuki-alto-2006-iid-1095012604,White,,Suzuki
vxr,,,,"Mateen Garden, Lahore",,,Local,,Alto,Hatchback,Original,Suzuki Alto 2006,4,,"Rs 800,000",https://www.olx.com.pk/item/suzuki-alto-2006-iid-1095012604,White,,Suzuki
Nice .whats up py rabbta kerna,,,,"Al Rehman Garden, Lahore",Karachi,,Imported,,City Vario,Other,Original,Honda City Vario 2000,5,1,"Rs 920,000",https://www.olx.com.pk/item/honda-city-vario-2000-iid-1095002184,Blue,,Honda
Nice .whats up py rabbta kerna,,,,"Al Rehman Garden, Lahore",Karachi,,Imported,,City Vario,Other,Original,Honda City Vario 2000,5,1,"Rs 920,000",https://www.olx.com.pk/item/honda-city-vario-2000-iid-1095002184,Blue,,Honda
urjunt sale  lab supurdari transfer able,,,,"Mateen Garden, Lahore",Lahore,,Local,,Corolla XLI,Sedan,Original,Toyota Corolla XLI 2004,4,4,"Rs 1,060,000",https://www.olx.com.pk/item/toyota-corolla-xli-2004-iid-1094980163,White,,Toyota
urjunt sale  lab supurdari transfer able,,,,"Mateen Garden, Lahore",Lahore,,Local,,Corolla XLI,Sedan,Original,Toyota Corolla XLI 2004,4,4,"Rs 1,060,000",https://www.olx.com.pk/item/toyota-corolla-xli-2004-iid-1094980163,White,,Toyota
euro 2,,,,"Ferozewala, Lahore",Lahore,,Local,,Mehran VXR,Hatchback,Original,Suzuki Mehran VXR 2015,4,3,"Rs 1,050,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2015-iid-1094874109,White,,Suzuki
euro 2,,,,"Ferozewala, Lahore",Lahore,,Local,,Mehran VXR,Hatchback,Original,Suzuki Mehran VXR 2015,4,3,"Rs 1,050,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2015-iid-1094874109,White,,Suzuki
VXL,,,,"Al Rehman Garden, Lahore",Lahore,,Local,,Cultus VXL,Hatchback,Original,Suzuki Cultus VXL 2017,5,2,"Rs 2,395,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2017-iid-1093656704,Blue,,Suzuki
VXL,,,,"Al Rehman Garden, Lahore",Lahore,,Local,,Cultus VXL,Hatchback,Original,Suzuki Cultus VXL 2017,5,2,"Rs 2,395,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2017-iid-1093656704,Blue,,Suzuki
Mercedes Benz W123,,,,"Al Rehman Garden, Lahore",Peshawar,,Imported,,E Class,Sedan,Original,Mercedes benz W123 E Class 1982,5,,"Rs 600,000",https://www.olx.com.pk/item/mercedes-e-class-1982-iid-1094845417,White,,Mercedes
Mercedes Benz W123,,,,"Al Rehman Garden, Lahore",Peshawar,,Imported,,E Class,Sedan,Original,Mercedes benz W123 E Class 1982,5,,"Rs 600,000",https://www.olx.com.pk/item/mercedes-e-class-1982-iid-1094845417,White,,Mercedes
VXR,,,,"Lake City, Lahore",Lahore,,Local,,Wagon R,Hatchback,Original,Suzuki Wagon R 2023,5,1,"Rs 2,960,000",https://www.olx.com.pk/item/suzuki-wagon-r-2023-iid-1094211566,White,,Suzuki
VXR,,,,"Lake City, Lahore",Lahore,,Local,,Wagon R,Hatchback,Original,Suzuki Wagon R 2023,5,1,"Rs 2,960,000",https://www.olx.com.pk/item/suzuki-wagon-r-2023-iid-1094211566,White,,Suzuki
altis x 1.6,,,,"Lake City, Lahore",Lahore,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis X 1.6 2021,5,1,"Rs 5,610,000",https://www.olx.com.pk/item/toyota-corolla-altis-x-16-2021-iid-1095218974,White,,Toyota
altis x 1.6,,,,"Lake City, Lahore",Lahore,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis X 1.6 2021,5,1,"Rs 5,610,000",https://www.olx.com.pk/item/toyota-corolla-altis-x-16-2021-iid-1095218974,White,,Toyota
,,,,"Lake City, Lahore",Lahore,,Imported,,Roomy,Hatchback,Original,Toyota Roomy 2021/24,4,1,"Rs 3,550,000",https://www.olx.com.pk/item/toyota-roomy-202124-iid-1087953261,Silver,,Toyota
,,,,"Lake City, Lahore",Lahore,,Imported,,Roomy,Hatchback,Original,Toyota Roomy 2021/24,4,1,"Rs 3,550,000",https://www.olx.com.pk/item/toyota-roomy-202124-iid-1087953261,Silver,,Toyota
,,,,"Lake City, Lahore",,,Imported,,Carol,Hatchback,Original,Mazda Carol 2015,4,,"Rs 1,550,000",https://www.olx.com.pk/item/mazda-carol-2015-iid-1095431889,Blue,,Mazda
,,,,"Lake City, Lahore",,,Imported,,Carol,Hatchback,Original,Mazda Carol 2015,4,,"Rs 1,550,000",https://www.olx.com.pk/item/mazda-carol-2015-iid-1095431889,Blue,,Mazda
Honda CIVIC Oriel X,,,,"Lake City, Lahore",Lahore,,Local,,Civic Oriel,Sedan,Original,Honda Civic Oriel 2017 Honda CIVIC Oriel X,5,1,"Rs 4,685,000",https://www.olx.com.pk/item/honda-civic-oriel-2017-honda-civic-oriel-x-iid-1095412279,White,,Honda
Honda CIVIC Oriel X,,,,"Lake City, Lahore",Lahore,,Local,,Civic Oriel,Sedan,Original,Honda Civic Oriel 2017 Honda CIVIC Oriel X,5,1,"Rs 4,685,000",https://www.olx.com.pk/item/honda-civic-oriel-2017-honda-civic-oriel-x-iid-1095412279,White,,Honda
1.2 MT,,,,"Lake City, Lahore",Lahore,,Local,,City IVTEC,Sedan,Original,Honda City 1.2 M/T,4,1,"Rs 4,240,000",https://www.olx.com.pk/item/honda-city-12-mt-iid-1095409980,White,,Honda
1.2 MT,,,,"Lake City, Lahore",Lahore,,Local,,City IVTEC,Sedan,Original,Honda City 1.2 M/T,4,1,"Rs 4,240,000",https://www.olx.com.pk/item/honda-city-12-mt-iid-1095409980,White,,Honda
1234,,,,"Lake City, Lahore",Lahore,,Local,,Cultus VXL,Small city car,Original,Suzuki Cultus VXL 2013,5,1,"Rs 1,750,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2013-iid-1095388815,Grey,,Suzuki
1234,,,,"Lake City, Lahore",Lahore,,Local,,Cultus VXL,Small city car,Original,Suzuki Cultus VXL 2013,5,1,"Rs 1,750,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2013-iid-1095388815,Grey,,Suzuki
,,,,"Lake City, Lahore",Sargodha,,Local,,Mehran VX,Hatchback,Original,Suzuki Mehran VX 2005,4,,"Rs 1,250,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2005-iid-1095376050,Red,,Suzuki
,,,,"Lake City, Lahore",Sargodha,,Local,,Mehran VX,Hatchback,Original,Suzuki Mehran VX 2005,4,,"Rs 1,250,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2005-iid-1095376050,Red,,Suzuki
300 G premium,,,,"Lake City, Lahore",,,Imported,,Mark X,Sedan,Original,Toyota Mark X 2005,5,,"Rs 5,150,000",https://www.olx.com.pk/item/toyota-mark-x-2005-iid-1095375795,White,,Toyota
300 G premium,,,,"Lake City, Lahore",,,Imported,,Mark X,Sedan,Original,Toyota Mark X 2005,5,,"Rs 5,150,000",https://www.olx.com.pk/item/toyota-mark-x-2005-iid-1095375795,White,,Toyota
2013,,,,"Lake City, Lahore",,,Imported,,Vitz,Hatchback,Original,Toyota Vitz 2008 / 2013,5,,"Rs 2,290,000",https://www.olx.com.pk/item/toyota-vitz-2008-2013-iid-1095365553,Grey,,Toyota
2013,,,,"Lake City, Lahore",,,Imported,,Vitz,Hatchback,Original,Toyota Vitz 2008 / 2013,5,,"Rs 2,290,000",https://www.olx.com.pk/item/toyota-vitz-2008-2013-iid-1095365553,Grey,,Toyota
vxl,,,,"Lake City, Lahore",Lahore,,Local,,Wagon R,Small city car,Original,Suzuki Wagon R 2017,4,2,"Rs 2,200,000",https://www.olx.com.pk/item/suzuki-wagon-r-2017-iid-1095359561,White,,Suzuki
vxl,,,,"Lake City, Lahore",Lahore,,Local,,Wagon R,Small city car,Original,Suzuki Wagon R 2017,4,2,"Rs 2,200,000",https://www.olx.com.pk/item/suzuki-wagon-r-2017-iid-1095359561,White,,Suzuki
premium,,,,"Lake City, Lahore",Islamabad,,Imported,,X70,SUV,Original,Proton X70 2021 CBU,5,1,"Rs 7,000,000",https://www.olx.com.pk/item/proton-x70-2021-cbu-iid-1095348223,Red,,Proton
premium,,,,"Lake City, Lahore",Islamabad,,Imported,,X70,SUV,Original,Proton X70 2021 CBU,5,1,"Rs 7,000,000",https://www.olx.com.pk/item/proton-x70-2021-cbu-iid-1095348223,Red,,Proton
good car out shower in total orginal,,,,"Lake City, Lahore",,,Local,,Civic Oriel,Sedan,Original,Honda Civic Oriel 2004,4,4,"Rs 1,385,000",https://www.olx.com.pk/item/honda-civic-oriel-2004-iid-1095337370,Black,,Honda
good car out shower in total orginal,,,,"Lake City, Lahore",,,Local,,Civic Oriel,Sedan,Original,Honda Civic Oriel 2004,4,4,"Rs 1,385,000",https://www.olx.com.pk/item/honda-civic-oriel-2004-iid-1095337370,Black,,Honda
1.6,,,,"Lake City, Lahore",Lahore,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis 2023,4,1,"Rs 6,750,000",https://www.olx.com.pk/item/toyota-corolla-altis-2023-iid-1095331125,White,,Toyota
1.6,,,,"Lake City, Lahore",Lahore,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis 2023,4,1,"Rs 6,750,000",https://www.olx.com.pk/item/toyota-corolla-altis-2023-iid-1095331125,White,,Toyota
Vxl,,,,"Lake City, Lahore",Lahore,,Local,,Wagon R,Hatchback,Original,Suzuki Wagon R 2019 Vxl,4,1,"Rs 2,300,000",https://www.olx.com.pk/item/suzuki-wagon-r-2019-vxl-iid-1095329663,Grey,,Suzuki
Vxl,,,,"Lake City, Lahore",Lahore,,Local,,Wagon R,Hatchback,Original,Suzuki Wagon R 2019 Vxl,4,1,"Rs 2,300,000",https://www.olx.com.pk/item/suzuki-wagon-r-2019-vxl-iid-1095329663,Grey,,Suzuki
toyota CHR,18,20,,"Lake City, Lahore",Punjab,4/5,Imported,Company Source,C-HR,SUV,Original,Toyota C-HR 2018,5,1,"Rs 7,450,000",https://www.olx.com.pk/item/toyota-c-hr-2018-iid-1091949262,Red,Automatic air conditioning,Toyota
toyota CHR,18,20,,"Lake City, Lahore",Punjab,4/5,Imported,Company Source,C-HR,SUV,Original,Toyota C-HR 2018,5,1,"Rs 7,450,000",https://www.olx.com.pk/item/toyota-c-hr-2018-iid-1091949262,Red,Automatic air conditioning,Toyota
ATIX X CVT,,,,"Lake City, Lahore",Lahore,,Local,,Yaris,Sedan,Original,Toyota Yaris 2021 ATIV X CVT 1500 CC Cruise control,4,,"Rs 4,600,000",https://www.olx.com.pk/item/toyota-yaris-2021-ativ-x-cvt-1500-cc-cruise-control-iid-1095317558,White,,Toyota
ATIX X CVT,,,,"Lake City, Lahore",Lahore,,Local,,Yaris,Sedan,Original,Toyota Yaris 2021 ATIV X CVT 1500 CC Cruise control,4,,"Rs 4,600,000",https://www.olx.com.pk/item/toyota-yaris-2021-ativ-x-cvt-1500-cc-cruise-control-iid-1095317558,White,,Toyota
1.3,,,,"Lake City, Lahore",Islamabad,,Local,,City Aspire,Sedan,Original,Honda City Aspire 2015,5,3,"Rs 3,300,000",https://www.olx.com.pk/item/honda-city-aspire-2015-iid-1095268161,White,,Honda
1.3,,,,"Lake City, Lahore",Islamabad,,Local,,City Aspire,Sedan,Original,Honda City Aspire 2015,5,3,"Rs 3,300,000",https://www.olx.com.pk/item/honda-city-aspire-2015-iid-1095268161,White,,Honda
old,,,,"Lake City, Lahore",Lahore,,Local,,Wagon R,Other,Original,Suzuki Wagon R 2016,5,1,"Rs 1,650,000",https://www.olx.com.pk/item/suzuki-wagon-r-2016-iid-1095261169,White,,Suzuki
old,,,,"Lake City, Lahore",Lahore,,Local,,Wagon R,Other,Original,Suzuki Wagon R 2016,5,1,"Rs 1,650,000",https://www.olx.com.pk/item/suzuki-wagon-r-2016-iid-1095261169,White,,Suzuki
Alpha,,,,"Lake City, Lahore",Punjab,,Local,,Sportage,SUV,Original,KIA Sportage 2020,5,1,"Rs 5,675,000",https://www.olx.com.pk/item/kia-sportage-2020-iid-1095260149,Silver,,KIA
Alpha,,,,"Lake City, Lahore",Punjab,,Local,,Sportage,SUV,Original,KIA Sportage 2020,5,1,"Rs 5,675,000",https://www.olx.com.pk/item/kia-sportage-2020-iid-1095260149,Silver,,KIA
Honda Civic RS 2022,,,,"Lake City, Lahore",Islamabad,,Local,,Civic RS,Sedan,Original,Honda Civic RS 2022,4,,"Rs 8,450,000",https://www.olx.com.pk/item/honda-civic-rs-2022-iid-1095229513,Black,,Honda
Honda Civic RS 2022,,,,"Lake City, Lahore",Islamabad,,Local,,Civic RS,Sedan,Original,Honda Civic RS 2022,4,,"Rs 8,450,000",https://www.olx.com.pk/item/honda-civic-rs-2022-iid-1095229513,Black,,Honda
,,,,"Lake City, Lahore",Lahore,,Local,,Wagon R,Hatchback,Original,Suzuki Wagon R 2018,,1,"Rs 2,300,000",https://www.olx.com.pk/item/suzuki-wagon-r-2018-iid-1093438318,White,,Suzuki
,,,,"Lake City, Lahore",Lahore,,Local,,Wagon R,Hatchback,Original,Suzuki Wagon R 2018,,1,"Rs 2,300,000",https://www.olx.com.pk/item/suzuki-wagon-r-2018-iid-1093438318,White,,Suzuki
EFI,,,,"Lake City, Lahore",Rahimyar Khan,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2008,5,2,"Rs 850,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2008-iid-1095179447,Blue,,Suzuki
EFI,,,,"Lake City, Lahore",Rahimyar Khan,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2008,5,2,"Rs 850,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2008-iid-1095179447,Blue,,Suzuki
Mehran VX,,,,"AWT Army Welfare Trust, Lahore",Lahore,,Local,,Mehran VX,Other,Original,Suzuki Mehran VX 2017,4,1,"Rs 1,500,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2017-iid-1095225832,Gold,,Suzuki
Mehran VX,,,,"AWT Army Welfare Trust, Lahore",Lahore,,Local,,Mehran VX,Other,Original,Suzuki Mehran VX 2017,4,1,"Rs 1,500,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2017-iid-1095225832,Gold,,Suzuki
2003,,,,"AWT Army Welfare Trust, Lahore",,,Local,,Cultus VXR,Sedan,Original,Suzuki Cultus VXR 2003,5,,"Rs 575,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2003-iid-1095169783,White,,Suzuki
2003,,,,"AWT Army Welfare Trust, Lahore",,,Local,,Cultus VXR,Sedan,Original,Suzuki Cultus VXR 2003,5,,"Rs 575,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2003-iid-1095169783,White,,Suzuki
"ac working,  original documents.  daily driven car.",,,,"AWT Army Welfare Trust, Lahore",,,Local,,Corolla GLI,Sedan,Original,corolla 2000,,,"Rs 1,500,000",https://www.olx.com.pk/item/corolla-2000-iid-1095053731,Gold,,Toyota
"ac working,  original documents.  daily driven car.",,,,"AWT Army Welfare Trust, Lahore",,,Local,,Corolla GLI,Sedan,Original,corolla 2000,,,"Rs 1,500,000",https://www.olx.com.pk/item/corolla-2000-iid-1095053731,Gold,,Toyota
1,,,,"AWT Army Welfare Trust, Lahore",Lahore,,Imported,,Cultus VXL,Sedan,Original,Suzuki Cultus VXL 2007,5,5,"Rs 900,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2007-iid-1093674946,White,,Suzuki
1,,,,"AWT Army Welfare Trust, Lahore",Lahore,,Imported,,Cultus VXL,Sedan,Original,Suzuki Cultus VXL 2007,5,5,"Rs 900,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2007-iid-1093674946,White,,Suzuki
2022,,,,"AWT Army Welfare Trust, Lahore",,,Imported,,Tanto,Other,Original,Daihatsu Tanto 2022/24,4,,"Rs 3,300,000",https://www.olx.com.pk/item/daihatsu-tanto-202224-iid-1094748757,Black,,Daihatsu
2022,,,,"AWT Army Welfare Trust, Lahore",,,Imported,,Tanto,Other,Original,Daihatsu Tanto 2022/24,4,,"Rs 3,300,000",https://www.olx.com.pk/item/daihatsu-tanto-202224-iid-1094748757,Black,,Daihatsu
CNG,,,,"AWT Army Welfare Trust, Lahore",Lahore,,Local,,Mehran VXR,Hatchback,Original,Suzuki Mehran VXR 2005 CNG,5,1,"Rs 760,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2005-cng-iid-1094735803,Grey,,Suzuki
CNG,,,,"AWT Army Welfare Trust, Lahore",Lahore,,Local,,Mehran VXR,Hatchback,Original,Suzuki Mehran VXR 2005 CNG,5,1,"Rs 760,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2005-cng-iid-1094735803,Grey,,Suzuki
Sj410 4X4,,,,"AWT Army Welfare Trust, Lahore",Faisalabad,,Local,,Potohar,Other,Original,Suzuki Potohar 1986,4,2,"Rs 1,200,000",https://www.olx.com.pk/item/suzuki-potohar-1986-iid-1094635058,White,,Suzuki
Sj410 4X4,,,,"AWT Army Welfare Trust, Lahore",Faisalabad,,Local,,Potohar,Other,Original,Suzuki Potohar 1986,4,2,"Rs 1,200,000",https://www.olx.com.pk/item/suzuki-potohar-1986-iid-1094635058,White,,Suzuki
spike,280,17,Full Leather,"AWT Army Welfare Trust, Lahore",Lahore,4/5,Imported,GCC,Freed,Sedan,Original,Honda Freed 2012,5,2,"Rs 3,100,000",https://www.olx.com.pk/item/honda-freed-2012-iid-1091988600,Black,Automatic air conditioning 2 zones,Honda
spike,280,17,Full Leather,"AWT Army Welfare Trust, Lahore",Lahore,4/5,Imported,GCC,Freed,Sedan,Original,Honda Freed 2012,5,2,"Rs 3,100,000",https://www.olx.com.pk/item/honda-freed-2012-iid-1091988600,Black,Automatic air conditioning 2 zones,Honda
Manual,,,,"AWT Army Welfare Trust, Lahore",Karachi,,Local,,City IDSI,Sedan,Original,Honda City IDSI 2005 Manual,4,1,"Rs 1,550,000",https://www.olx.com.pk/item/honda-city-idsi-2005-manual-iid-1092338127,White,,Honda
Manual,,,,"AWT Army Welfare Trust, Lahore",Karachi,,Local,,City IDSI,Sedan,Original,Honda City IDSI 2005 Manual,4,1,"Rs 1,550,000",https://www.olx.com.pk/item/honda-city-idsi-2005-manual-iid-1092338127,White,,Honda
,,,Full Leather,"AWT Army Welfare Trust, Lahore",,2/3,Imported,,Charade,Convertible,Original,Daihatsu Charade 1993,,3,"Rs 450,000",https://www.olx.com.pk/item/daihatsu-charade-1993-iid-1091395039,White,A/C manual,Daihatsu
,,,Full Leather,"AWT Army Welfare Trust, Lahore",,2/3,Imported,,Charade,Convertible,Original,Daihatsu Charade 1993,,3,"Rs 450,000",https://www.olx.com.pk/item/daihatsu-charade-1993-iid-1091395039,White,A/C manual,Daihatsu
,,,,"Al Kabir Town, Lahore",Lahore,,Local,,City IVTEC,Sedan,Original,Honda City IVTEC 2012,4,,"Rs 2,400,000",https://www.olx.com.pk/item/honda-city-ivtec-2012-iid-1095410208,Black,,Honda
,,,,"Al Kabir Town, Lahore",Lahore,,Local,,City IVTEC,Sedan,Original,Honda City IVTEC 2012,4,,"Rs 2,400,000",https://www.olx.com.pk/item/honda-city-ivtec-2012-iid-1095410208,Black,,Honda
1300 CC Manual IDSI New Shape,,,,"Eden Park, Lahore",,,Local,,City IDSI,Sedan,Original,Lady Doctor Driven Honda City IDSI 2006 1.3 Manual Model & Reg 2006,5,,"Rs 1,875,000",https://www.olx.com.pk/item/honda-city-idsi-2006-iid-1095381126,Grey,,Honda
1300 CC Manual IDSI New Shape,,,,"Eden Park, Lahore",,,Local,,City IDSI,Sedan,Original,Lady Doctor Driven Honda City IDSI 2006 1.3 Manual Model & Reg 2006,5,,"Rs 1,875,000",https://www.olx.com.pk/item/honda-city-idsi-2006-iid-1095381126,Grey,,Honda
American,33,20,Cloth,"Al Kabir Town, Lahore",Sindh,4/5,Imported,US,Exclusive,Convertible,Original,Chevrolet Exclusive 2005 automatic,5,1,"Rs 820,000",https://www.olx.com.pk/item/chevrolet-exclusive-2006-iid-1091518523,Silver,,Chevrolet
American,33,20,Cloth,"Al Kabir Town, Lahore",Sindh,4/5,Imported,US,Exclusive,Convertible,Original,Chevrolet Exclusive 2005 automatic,5,1,"Rs 820,000",https://www.olx.com.pk/item/chevrolet-exclusive-2006-iid-1091518523,Silver,,Chevrolet
JXR,,,,"Muslim Nagar Housing Scheme, Lahore",Lahore,,Local,,Baleno,Sedan,Original,Suzuki Baleno 2001,5,,"Rs 750,000",https://www.olx.com.pk/item/suzuki-baleno-2001-iid-1095034842,White,,Suzuki
JXR,,,,"Muslim Nagar Housing Scheme, Lahore",Lahore,,Local,,Baleno,Sedan,Original,Suzuki Baleno 2001,5,,"Rs 750,000",https://www.olx.com.pk/item/suzuki-baleno-2001-iid-1095034842,White,,Suzuki
,,,,"Chinar Court, Lahore",Lahore,,Local,,Vezel,Other,Original,Honda Vezel 2020,,,"Rs 4,500,000",https://www.olx.com.pk/item/honda-vezel-2020-iid-1094875453,Silver,,Honda
,,,,"Chinar Court, Lahore",Lahore,,Local,,Vezel,Other,Original,Honda Vezel 2020,,,"Rs 4,500,000",https://www.olx.com.pk/item/honda-vezel-2020-iid-1094875453,Silver,,Honda
,,,,"Chinar Court, Lahore",,,Local,,Vezel,Other,Original,Honda Vezel 2020,,,"Rs 4,500,000",https://www.olx.com.pk/item/honda-vezel-2020-iid-1094875396,Silver,,Honda
,,,,"Chinar Court, Lahore",,,Local,,Vezel,Other,Original,Honda Vezel 2020,,,"Rs 4,500,000",https://www.olx.com.pk/item/honda-vezel-2020-iid-1094875396,Silver,,Honda
,,,,"Al Kabir Town, Lahore",Lahore,,Local,,Baleno,Sedan,Original,Suzuki Baleno 2003,,,"Rs 1,100,000",https://www.olx.com.pk/item/suzuki-baleno-2003-iid-1093359001,Silver,,Suzuki
